League,Year,Season,Type,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,bResult
NALCS,2015,Spring,Season,TSM,C9,Dyrus,Irelia,Santorin,RekSai,Bjergsen,Ahri,WildTurtle,Jinx,Lustboy,Janna,Balls,Gnar,Meteos,Elise,Hai,Fizz,Sneaky,Sivir,LemonNation,Thresh,1
NALCS,2015,Spring,Season,CST,DIG,Cris,Gnar,Impaler,Rengar,Jesiz,Ahri,Mash,Caitlyn,Sheep,Leona,Gamsu,Irelia,Crumbzz,JarvanIV,Shiphtur,Azir,CoreJJ,Corki,KiWiKiD,Annie,0
NALCS,2015,Spring,Season,WFX,GV,Flaresz,Renekton,ShorterACE,Rengar,Pobelter,Fizz,Altec,Sivir,Gleeb,Annie,Hauntzer,Sion,Saintvicious,LeeSin,Keane,Azir,Cop,Corki,BunnyFuFuu,Janna,1
NALCS,2015,Spring,Season,TIP,TL,Rhux,Irelia,Rush,JarvanIV,XiaoWeiXiao,Leblanc,Apollo,Sivir,Adrian,Thresh,Quas,Gnar,IWDominate,Nunu,Fenix,Lulu,KEITH,KogMaw,Xpecial,Janna,0
NALCS,2015,Spring,Season,CLG,T8,Benny,Gnar,Xmithie,JarvanIV,Link,Lissandra,Doublelift,Tristana,aphromoo,Janna,CaliTrlolz8,Sion,Porpoise8,RekSai,Slooshi8,Lulu,Maplestreet8,Corki,Dodo8,Annie,1
NALCS,2015,Spring,Season,DIG,TIP,Gamsu,Kassadin,Crumbzz,Rengar,Shiphtur,Leblanc,CoreJJ,Sivir,KiWiKiD,Annie,Rhux,Gnar,Rush,JarvanIV,XiaoWeiXiao,Lulu,Apollo,Corki,Adrian,Thresh,0
NALCS,2015,Spring,Season,CST,WFX,Cris,Irelia,Impaler,JarvanIV,Jesiz,Xerath,Mash,Corki,Sheep,Janna,Flaresz,Renekton,ShorterACE,LeeSin,Pobelter,Leblanc,Altec,Tristana,Gleeb,Nami,1
NALCS,2015,Spring,Season,TL,CLG,Quas,Renekton,IWDominate,JarvanIV,FeniX,Azir,KEITH,Caitlyn,Xpecial,Annie,Benny,Rumble,Xmithie,Rengar,Link,Leblanc,Doublelift,Sivir,Aphromoo,Blitzcrank,1
NALCS,2015,Spring,Season,C9,GV,Balls,Sion,Meteos,RekSai,Hai,Orianna,Sneaky,KogMaw,LemonNation,Janna,Hauntzer,Kassadin,Saintvicious,Vi,Keane,Zed,Cop,Corki,Bunny FuFuu,Morgana,0
NALCS,2015,Spring,Season,T8,TSM,CaliTrlolz8,Irelia,Porpoise8,Nocturne,Slooshi8,Orianna,Maplestreet8,Sivir,Dodo8,Nami,Dyrus,Gnar,Santorin,Rengar,Bjergsen,Leblanc,WildTurtle,Graves,Lustboy,Morgana,1
NALCS,2015,Spring,Season,GV,DIG,Hauntzer,Gnar,Saintvicious,JarvanIV,Keane,Azir,Cop,Corki,Bunny FuFuu,Morgana,Gamsu,Lulu,Crumbzz,LeeSin,Shiphtur,Xerath,CoreJJ,Ezreal,KiWiKiD,Janna,1
NALCS,2015,Spring,Season,T8,CST,CaliTrlolz8,Jax,Porpoise8,JarvanIV,Slooshi8,Kassadin,Maplestreet8,Graves,Dodo8,Morgana,Cris,Gnar,Impaler,RekSai,Jesiz,Ahri,Mash,Corki,Sheep,Thresh,1
NALCS,2015,Spring,Season,C9,TL,Balls,Irelia,Meteos,Vi,Hai,Lissandra,Sneaky,Kalista,LemonNation,Annie,Quas,Gnar,IWDominate,JarvanIV,FeniX,Ahri,Piglet,Sivir,Xpecial,Leona,1
NALCS,2015,Spring,Season,TIP,CLG,Impact,Lulu,Rush,LeeSin,XiaoWeiXiao,Xerath,Apollo,Corki,Adrian,Janna,ZionSpartan,Sion,Xmithie,JarvanIV,Link,Cassiopeia,Doublelift,Kalista,Aphromoo,Blitzcrank,0
NALCS,2015,Spring,Season,TSM,WFX,Dyrus,Maokai,Santorin,JarvanIV,Bjergsen,Leblanc,WildTurtle,Kalista,Lustboy,Annie,Avalon,Lulu,Helios,Rengar,Pobelter,Morgana,Altec,Tristana,Gleeb,Janna,1
NALCS,2015,Spring,Season,CLG,C9,ZionSpartan,Rumble,Xmithie,Vi,Link,Zed,Doublelift,Caitlyn,Aphromoo,Morgana,Balls,Gnar,Meteos,RekSai,Hai,Leblanc,Sneaky,Corki,LemonNation,Janna,1
NALCS,2015,Spring,Season,DIG,WFX,Gamsu,Gnar,Crumbzz,JarvanIV,Shiphtur,Azir,CoreJJ,KogMaw,KiWiKiD,Nami,Avalon,Maokai,Helios,LeeSin,Pobelter,Zed,Altec,Sivir,Gleeb,Janna,0
NALCS,2015,Spring,Season,TSM,TL,Dyrus,Lissandra,Santorin,JarvanIV,Bjergsen,Xerath,WildTurtle,Tristana,Lustboy,Morgana,Quas,Gnar,IWDominate,Nunu,FeniX,Ahri,Piglet,Caitlyn,Xpecial,Janna,1
NALCS,2015,Spring,Season,TIP,T8,Impact,Gnar,Rush,LeeSin,XiaoWeiXiao,Leblanc,Apollo,KogMaw,Adrian,Nami,CaliTrlolz8,Malphite,Porpoise8,JarvanIV,Slooshi8,Orianna,Maplestreet8,Graves,Dodo8,Janna,1
NALCS,2015,Spring,Season,CST,GV,Cris,Sion,Impaler,Rengar,Jesiz,Ahri,Mash,Sivir,Sheep,Janna,Hauntzer,Lissandra,Saintvicious,JarvanIV,Keane,Corki,Cop,Kalista,Bunny FuFuu,Thresh,0
NALCS,2015,Spring,Season,GV,TIP,Hauntzer,Lulu,Saintvicious,RekSai,Keane,Corki,Cop,Kalista,Bunny FuFuu,Morgana,Impact,Rumble,Rush,LeeSin,XiaoWeiXiao,Ahri,Apollo,Graves,Adrian,Annie,0
NALCS,2015,Spring,Season,C9,T8,Balls,Maokai,Meteos,Vi,Hai,Kassadin,Sneaky,Graves,LemonNation,Annie,CaliTrlolz8,Irelia,Porpoise8,JarvanIV,Slooshi8,Corki,Maplestreet8,Sivir,Dodo8,Leona,1
NALCS,2015,Spring,Season,DIG,TSM,Gamsu,RekSai,CloudNguyen,Vi,Shiphtur,Azir,CoreJJ,Corki,KiWiKiD,Thresh,Dyrus,Maokai,Santorin,LeeSin,Bjergsen,Xerath,WildTurtle,Sivir,Lustboy,Morgana,0
NALCS,2015,Spring,Season,TL,CST,Quas,Lissandra,IWDominate,RekSai,FeniX,Xerath,Piglet,Vayne,Xpecial,Nami,Cris,Sion,Impaler,JarvanIV,Jesiz,Cassiopeia,Mash,Sivir,Sheep,Morgana,1
NALCS,2015,Spring,Season,WFX,CLG,Avalon,Gnar,Helios,JarvanIV,Pobelter,Kassadin,Altec,Sivir,Gleeb,Janna,ZionSpartan,Irelia,Xmithie,Vi,Link,Nidalee,Doublelift,Jinx,Aphromoo,Morgana,0
NALCS,2015,Spring,Season,C9,CST,Balls,Rumble,Meteos,Vi,Hai,Leblanc,Sneaky,Graves,LemonNation,Morgana,Cris,Maokai,Impaler,JarvanIV,Jesiz,Xerath,Mash,Lucian,Sheep,Janna,1
NALCS,2015,Spring,Season,CLG,GV,ZionSpartan,Lissandra,Xmithie,LeeSin,Link,Ezreal,Doublelift,Sivir,Aphromoo,Alistar,Hauntzer,Irelia,Saintvicious,Vi,Keane,Azir,Cop,Corki,Bunny FuFuu,Janna,1
NALCS,2015,Spring,Season,TL,DIG,Quas,Maokai,IWDominate,Vi,FeniX,Ezreal,Piglet,Vayne,Xpecial,Annie,Gamsu,Rumble,CloudNguyen,JarvanIV,Shiphtur,Ahri,CoreJJ,Sivir,KiWiKiD,Morgana,0
NALCS,2015,Spring,Season,T8,WFX,CaliTrlolz8,Jax,Porpoise8,RekSai,Slooshi8,Lissandra,Maplestreet8,Graves,Dodo8,Morgana,Avalon,Gnar,Helios,LeeSin,Pobelter,Lulu,Altec,Kalista,Gleeb,Annie,1
NALCS,2015,Spring,Season,TSM,TIP,Dyrus,Sion,Santorin,Vi,Bjergsen,Ahri,WildTurtle,Jinx,Lustboy,Janna,Impact,Maokai,Rush,LeeSin,XiaoWeiXiao,Yasuo,Apollo,Graves,Adrian,Morgana,1
NALCS,2015,Spring,Season,CST,CLG,Cris,Irelia,Impaler,RekSai,Jesiz,Leblanc,Mash,Kalista,Sheep,Thresh,ZionSpartan,Sion,Xmithie,JarvanIV,Link,Nidalee,Doublelift,Jinx,Aphromoo,Morgana,0
NALCS,2015,Spring,Season,WFX,TIP,Avalon,Lissandra,Helios,Vi,Pobelter,Kassadin,Altec,Graves,Gleeb,Morgana,Impact,Maokai,Rush,RekSai,XiaoWeiXiao,Ezreal,Apollo,Sivir,Adrian,Leona,1
NALCS,2015,Spring,Season,DIG,C9,Gamsu,Gnar,CloudNguyen,JarvanIV,Shiphtur,Leblanc,CoreJJ,Sivir,KiWiKiD,Thresh,Balls,Maokai,Meteos,Nidalee,Hai,Zed,Sneaky,Kalista,LemonNation,Janna,0
NALCS,2015,Spring,Season,T8,TL,CaliTrlolz8,Maokai,Porpoise8,RekSai,Slooshi8,Kassadin,Maplestreet8,Draven,Dodo8,Thresh,Quas,Rumble,IWDominate,JarvanIV,FeniX,Ahri,Piglet,Graves,Xpecial,Leona,0
NALCS,2015,Spring,Season,GV,TSM,Hauntzer,Maokai,Saintvicious,JarvanIV,Keane,Xerath,Cop,Graves,Bunny FuFuu,Braum,Dyrus,Lissandra,Santorin,Vi,Bjergsen,Zed,WildTurtle,Sivir,Lustboy,Janna,0
NALCS,2015,Spring,Season,WFX,C9,Avalon,Lissandra,Helios,RekSai,Pobelter,Ahri,Altec,Graves,Gleeb,Leona,Balls,Maokai,Meteos,Vi,Hai,Kassadin,Sneaky,Lucian,LemonNation,Janna,1
NALCS,2015,Spring,Season,TIP,CST,Impact,Rumble,Rush,Vi,XiaoWeiXiao,Lissandra,Apollo,Jinx,Adrian,Morgana,Cris,Gnar,Impaler,JarvanIV,Jesiz,Xerath,Mash,Graves,Sheep,Thresh,1
NALCS,2015,Spring,Season,CLG,TSM,ZionSpartan,Gnar,Xmithie,Vi,Link,Lissandra,Doublelift,Corki,Aphromoo,Janna,Dyrus,Sion,Santorin,JarvanIV,Bjergsen,Ahri,WildTurtle,Sivir,Lustboy,Annie,0
NALCS,2015,Spring,Season,GV,TL,Hauntzer,Maokai,Saintvicious,Vi,Keane,Zed,Cop,Graves,Bunny FuFuu,Thresh,Quas,Swain,IWDominate,JarvanIV,FeniX,Azir,Piglet,Tristana,Xpecial,Janna,1
NALCS,2015,Spring,Season,DIG,T8,Gamsu,Renekton,CloudNguyen,LeeSin,Shiphtur,Kassadin,CoreJJ,Corki,KiWiKiD,Annie,CaliTrlolz8,Maokai,Porpoise8,Vi,Slooshi8,Orianna,Maplestreet8,Sivir,Dodo8,Morgana,1
NALCS,2015,Spring,Season,TL,WFX,Quas,Fizz,IWDominate,RekSai,FeniX,Xerath,KEITH,Jinx,Xpecial,Janna,Avalon,Maokai,Helios,Vi,Pobelter,Leblanc,Altec,Graves,Imagine,Annie,0
NALCS,2015,Spring,Season,T8,GV,CaliTrlolz8,Gnar,Porpoise8,RekSai,Slooshi8,Ahri,Maplestreet8,Graves,Dodo8,Annie,Hauntzer,Maokai,Saintvicious,Nunu,Keane,Kassadin,Cop,Sivir,Bunny FuFuu,Morgana,0
NALCS,2015,Spring,Season,C9,TIP,Balls,Maokai,Meteos,Nidalee,Hai,Zed,Sneaky,Corki,LemonNation,Veigar,Impact,DrMundo,Rush,LeeSin,XiaoWeiXiao,Leblanc,Apollo,Graves,Adrian,Thresh,1
NALCS,2015,Spring,Season,DIG,CLG,Gamsu,Rumble,CloudNguyen,RekSai,Shiphtur,Kassadin,CoreJJ,Lucian,KiWiKiD,Morgana,ZionSpartan,Maokai,Xmithie,Vi,Link,Ahri,Doublelift,Tristana,Aphromoo,Braum,0
NALCS,2015,Spring,Season,TSM,CST,Dyrus,Maokai,Santorin,Vi,Bjergsen,Ahri,WildTurtle,Jinx,Lustboy,Janna,Cris,Kassadin,Impaler,RekSai,mancloud,Zed,Mash,Sivir,Sheep,Blitzcrank,1
NALCS,2015,Spring,Season,C9,CLG,Balls,Rumble,Meteos,RekSai,Hai,Zed,Sneaky,Corki,LemonNation,Braum,ZionSpartan,Maokai,Xmithie,JarvanIV,Link,Ahri,Doublelift,Sivir,Aphromoo,Thresh,1
NALCS,2015,Spring,Season,TL,TSM,Quas,Irelia,IWDominate,RekSai,FeniX,Lissandra,KEITH,Corki,Xpecial,Annie,Dyrus,Rumble,Santorin,JarvanIV,Bjergsen,Cassiopeia,WildTurtle,Jinx,Lustboy,Janna,1
NALCS,2015,Spring,Season,WFX,DIG,Avalon,Sion,Helios,RekSai,Pobelter,Ahri,Altec,Graves,Imagine,Janna,Gamsu,Renekton,CloudNguyen,JarvanIV,Shiphtur,Kassadin,CoreJJ,Sivir,KiWiKiD,Thresh,0
NALCS,2015,Spring,Season,CST,T8,Cris,Maokai,Impaler,RekSai,mancloud,Ahri,Mash,Graves,Sheep,Janna,CaliTrlolz8,Irelia,Porpoise8,JarvanIV,Slooshi8,Leblanc,Maplestreet8,Sivir,Dodo8,Thresh,0
NALCS,2015,Spring,Season,TIP,GV,Impact,Morgana,Rush,RekSai,XiaoWeiXiao,Lulu,Apollo,Sivir,Adrian,Janna,Hauntzer,DrMundo,Saintvicious,Nunu,Keane,Zed,Cop,Corki,Bunny FuFuu,Braum,1
NALCS,2015,Spring,Season,CST,C9,Cris,Gnar,Impaler,JarvanIV,mancloud,Syndra,Mash,Graves,Sheep,Morgana,Balls,Maokai,Meteos,RekSai,Hai,Zed,Sneaky,Corki,LemonNation,Braum,0
NALCS,2015,Spring,Season,T8,TIP,CaliTrlolz8,Fizz,Porpoise8,RekSai,Slooshi8,Leblanc,Maplestreet8,Graves,Dodo8,Nami,Impact,Maokai,Rush,JarvanIV,XiaoWeiXiao,Ezreal,Apollo,Corki,Adrian,Janna,1
NALCS,2015,Spring,Season,TL,GV,Quas,Kennen,IWDominate,RekSai,FeniX,Lissandra,KEITH,Corki,Xpecial,Braum,Hauntzer,Hecarim,Saintvicious,Nidalee,Keane,Viktor,Cop,Graves,Bunny FuFuu,Morgana,1
NALCS,2015,Spring,Season,TSM,DIG,Dyrus,Maokai,Santorin,RekSai,Bjergsen,Lissandra,WildTurtle,Sivir,Lustboy,Janna,Gamsu,Renekton,Azingy,Vi,Shiphtur,Ezreal,CoreJJ,Graves,KiWiKiD,Morgana,1
NALCS,2015,Spring,Season,CLG,WFX,ZionSpartan,Maokai,Xmithie,JarvanIV,Link,Ezreal,Doublelift,Kalista,Aphromoo,Thresh,Avalon,Hecarim,Helios,RekSai,Pobelter,Kassadin,Altec,Corki,Imagine,Janna,1
NALCS,2015,Spring,Season,GV,CST,Hauntzer,Maokai,Saintvicious,RekSai,Keane,Kassadin,Cop,Graves,Bunny FuFuu,Veigar,Cris,Rumble,Impaler,Rengar,mancloud,Ezreal,Mash,Corki,Sheep,Annie,1
NALCS,2015,Spring,Season,C9,WFX,Balls,Maokai,Meteos,Nidalee,Hai,Zed,Sneaky,Corki,LemonNation,Morgana,Avalon,Gnar,Helios,JarvanIV,Pobelter,Leblanc,Altec,Kalista,Imagine,Thresh,1
NALCS,2015,Spring,Season,TIP,TSM,Impact,Morgana,Rush,LeeSin,XiaoWeiXiao,Kassadin,Apollo,Graves,Adrian,Leona,Dyrus,Irelia,Santorin,RekSai,Bjergsen,Leblanc,WildTurtle,Corki,Lustboy,Annie,1
NALCS,2015,Spring,Season,CLG,TL,ZionSpartan,Rumble,Xmithie,Nidalee,Link,Ezreal,Doublelift,Tristana,Aphromoo,Braum,Quas,Morgana,IWDominate,RekSai,FeniX,Zed,KEITH,Jinx,Xpecial,Janna,0
NALCS,2015,Spring,Season,T8,DIG,CaliTrlolz8,Gragas,Porpoise8,RekSai,Slooshi8,Zed,Maplestreet8,Sivir,Dodo8,Morgana,Gamsu,Maokai,Azingy,FiddleSticks,Shiphtur,Ahri,CoreJJ,Ezreal,KiWiKiD,Annie,1
NALCS,2015,Spring,Season,DIG,CST,Gamsu,Rumble,Azingy,Vi,Shiphtur,Ahri,CoreJJ,Sivir,KiWiKiD,Annie,Cris,Kennen,Impaler,LeeSin,mancloud,Leblanc,Mash,Corki,Sheep,Leona,1
NALCS,2015,Spring,Season,GV,CLG,Hauntzer,Lissandra,Saintvicious,Sejuani,Keane,Viktor,Cop,Graves,Bunny FuFuu,Janna,ZionSpartan,Hecarim,Xmithie,RekSai,Link,Lulu,Doublelift,Jinx,Aphromoo,Thresh,0
NALCS,2015,Spring,Season,WFX,TSM,Avalon,Kennen,Helios,JarvanIV,Pobelter,Viktor,Paragon,Corki,Altec,Leona,Dyrus,Lulu,Santorin,RekSai,Bjergsen,Zed,WildTurtle,Sivir,Lustboy,Thresh,0
NALCS,2015,Spring,Season,TIP,C9,Impact,Kennen,Rush,LeeSin,XiaoWeiXiao,Karthus,Apollo,Graves,Adrian,Leona,Balls,Lulu,Meteos,Vi,Hai,Zed,Sneaky,Corki,LemonNation,Braum,1
NALCS,2015,Spring,Season,TL,T8,Quas,Kennen,IWDominate,JarvanIV,FeniX,Zed,Piglet,Kalista,Xpecial,Thresh,CaliTrlolz8,Rumble,Porpoise8,Vi,Slooshi8,Leblanc,Maplestreet8,Graves,Dodo8,Janna,0
NALCS,2015,Spring,Season,C9,DIG,Balls,Lissandra,Meteos,Sejuani,Hai,Kennen,Sneaky,Graves,LemonNation,Morgana,Gamsu,JarvanIV,Azingy,RekSai,Shiphtur,Ahri,CoreJJ,Corki,KiWiKiD,Annie,1
NALCS,2015,Spring,Season,TSM,T8,Dyrus,Rumble,Santorin,Nidalee,Bjergsen,Lissandra,WildTurtle,Sivir,Lustboy,Annie,CaliTrlolz8,Gragas,Porpoise8,RekSai,Slooshi8,Orianna,Maplestreet8,Lucian,Dodo8,Janna,1
NALCS,2015,Spring,Season,TL,TIP,Quas,Kennen,IWDominate,JarvanIV,FeniX,Lulu,Piglet,Jinx,Xpecial,Braum,Impact,Maokai,Rush,Vi,XiaoWeiXiao,Karthus,Apollo,Graves,Adrian,Leona,0
NALCS,2015,Spring,Season,GV,WFX,Hauntzer,Rumble,Saintvicious,RekSai,Keane,Leblanc,Cop,Graves,Bunny FuFuu,Thresh,Avalon,Maokai,Helios,JarvanIV,Pobelter,Viktor,Paragon,Corki,Altec,Leona,1
NALCS,2015,Spring,Season,CLG,CST,ZionSpartan,Kennen,Xmithie,Vi,Link,Zed,Doublelift,Kalista,aphromoo,Thresh,Cris,Irelia,Impaler,LeeSin,mancloud,Ahri,Mash,Graves,Sheep,Janna,1
NALCS,2015,Spring,Season,CST,TIP,Cris,Irelia,WTHeaven,Gragas,mancloud,Chogath,Mash,Lucian,KonKwon,Leona,Impact,Rumble,Rush,Nidalee,XiaoWeiXiao,Yasuo,Apollo,Graves,Adrian,Janna,0
NALCS,2015,Spring,Season,TL,C9,Quas,DrMundo,IWDominate,RekSai,FeniX,Cassiopeia,Piglet,Kalista,Xpecial,Janna,Balls,Maokai,Meteos,Vi,Hai,Lissandra,Sneaky,Lucian,LemonNation,Nautilus,0
NALCS,2015,Spring,Season,TSM,GV,Dyrus,DrMundo,Santorin,RekSai,Bjergsen,Zed,WildTurtle,Lucian,Lustboy,Lulu,Hauntzer,Maokai,Saintvicious,Nunu,Keane,Urgot,Cop,Corki,Bunny FuFuu,Thresh,0
NALCS,2015,Spring,Season,CLG,DIG,ZionSpartan,Sion,Xmithie,Vi,Link,Ahri,Doublelift,Kalista,aphromoo,Thresh,Gamsu,Hecarim,Azingy,Zac,Shiphtur,Leblanc,CoreJJ,Tristana,KiWiKiD,Janna,1
NALCS,2015,Spring,Season,WFX,T8,Avalon,Lulu,Helios,Sejuani,Pobelter,Karthus,Altec,Lucian,Gleeb,Janna,CaliTrlolz8,Gragas,Porpoise8,Vi,Slooshi8,Orianna,Maplestreet8,Graves,Dodo8,Morgana,0
NALCS,2015,Spring,Season,DIG,GV,Gamsu,Sion,Azingy,Zac,Shiphtur,Xerath,CoreJJ,Tristana,KiWiKiD,Janna,Hauntzer,Hecarim,Saintvicious,Sejuani,Keane,Fizz,Cop,Sivir,Bunny FuFuu,Morgana,0
NALCS,2015,Spring,Season,TSM,CLG,Dyrus,Lulu,Santorin,Sejuani,Bjergsen,Zed,WildTurtle,Corki,Lustboy,Thresh,ZionSpartan,Kennen,Xmithie,RekSai,Link,Ahri,Doublelift,Jinx,aphromoo,Janna,1
NALCS,2015,Spring,Season,T8,C9,CaliTrlolz8,Vladimir,Porpoise8,Sejuani,Slooshi8,Lulu,Maplestreet8,Graves,Dodo8,Thresh,Balls,Maokai,Meteos,Nunu,Hai,Corki,Sneaky,Lucian,LemonNation,Nautilus,1
NALCS,2015,Spring,Season,TIP,WFX,Impact,Hecarim,Rush,Nidalee,XiaoWeiXiao,Yasuo,Apollo,Graves,Adrian,Thresh,Avalon,Lulu,Helios,Nunu,Pobelter,Zed,Altec,Twitch,Gleeb,Janna,1
NALCS,2015,Spring,Season,CST,TL,Cris,Lissandra,WTHeaven,Gragas,mancloud,Yasuo,Mash,KogMaw,KonKwon,Alistar,Quas,Lulu,IWDominate,Nunu,FeniX,Ahri,Piglet,Vayne,Xpecial,Janna,0
NALCS,2015,Spring,Season,GV,C9,Hauntzer,Irelia,Saintvicious,Nunu,Keane,Rumble,Cop,Caitlyn,Bunny FuFuu,Morgana,Balls,Kennen,Meteos,Sejuani,Hai,Zed,Sneaky,Lucian,LemonNation,Nautilus,0
NALCS,2015,Spring,Season,T8,CLG,CaliTrlolz8,Maokai,Porpoise8,RekSai,Slooshi8,Orianna,Maplestreet8,Graves,Dodo8,Thresh,ZionSpartan,Rumble,Xmithie,Sejuani,Link,Corki,Doublelift,Sivir,aphromoo,Lulu,0
NALCS,2015,Spring,Season,WFX,TL,Avalon,Sion,Helios,Nidalee,Pobelter,Ezreal,Altec,Caitlyn,Gleeb,Nautilus,Quas,Renekton,IWDominate,RekSai,FeniX,Vladimir,Piglet,Graves,Xpecial,Annie,1
NALCS,2015,Spring,Season,CST,TSM,Cris,Sion,WTHeaven,RekSai,mancloud,Cassiopeia,Mash,Twitch,KonKwon,Nautilus,Dyrus,Lulu,Santorin,Nidalee,Bjergsen,Urgot,WildTurtle,KogMaw,Lustboy,Janna,0
NALCS,2015,Spring,Season,TIP,DIG,Impact,Rumble,Rush,RekSai,XiaoWeiXiao,Leblanc,Apollo,Graves,Adrian,Janna,Gamsu,Sion,Azingy,Zac,Shiphtur,Katarina,CoreJJ,Lucian,KiWiKiD,Annie,0
NALCS,2015,Spring,Season,WFX,CST,Avalon,Sion,Helios,LeeSin,Pobelter,Chogath,Altec,Sivir,Gleeb,Lulu,Cris,Lissandra,WTHeaven,Gragas,mancloud,Urgot,Mash,Varus,KonKwon,Janna,1
NALCS,2015,Spring,Season,C9,TSM,Balls,Maokai,Meteos,Vi,Hai,Lissandra,Sneaky,Lucian,LemonNation,Nautilus,Dyrus,Kennen,Santorin,RekSai,Bjergsen,Chogath,WildTurtle,Graves,Lustboy,Leona,1
NALCS,2015,Spring,Season,DIG,TL,Gamsu,Kennen,Azingy,Zac,Shiphtur,Diana,CoreJJ,Sivir,KiWiKiD,Thresh,Quas,Hecarim,IWDominate,Sejuani,FeniX,Lissandra,Piglet,Kalista,Xpecial,Annie,0
NALCS,2015,Spring,Season,GV,T8,Hauntzer,Rumble,Saintvicious,Nunu,Keane,Vladimir,Cop,Graves,Bunny FuFuu,Thresh,CaliTrlolz8,Gragas,Porpoise8,RekSai,Slooshi8,Lissandra,Maplestreet8,Sivir,Dodo8,Morgana,1
NALCS,2015,Spring,Season,CLG,TIP,ZionSpartan,Jax,Xmithie,RekSai,Link,Lulu,Doublelift,Kalista,aphromoo,Alistar,Impact,Rumble,Rush,Vi,XiaoWeiXiao,Corki,Apollo,Graves,Adrian,Leona,0
NALCS,2015,Spring,Season,T8,TL,CaliTrlolz8,Hecarim,Porpoise8,RekSai,Slooshi8,Lissandra,Maplestreet8,Corki,Dodo8,Thresh,Quas,Lulu,IWDominate,Sejuani,FeniX,Zed,Piglet,Lucian,Xpecial,Janna,0
NALCS,2015,Spring,Season,C9,CLG,Balls,Maokai,Meteos,Zac,Hai,JarvanIV,Sneaky,Draven,LemonNation,Morgana,ZionSpartan,Hecarim,Xmithie,Vi,Link,Lissandra,Doublelift,Vayne,aphromoo,Alistar,1
NALCS,2015,Summer,Season,C9,TSM,Balls,Rumble,Meteos,Gragas,Incarnati0n,KogMaw,Sneaky,Sivir,LemonNation,Nautilus,Dyrus,Maokai,Santorin,RekSai,Bjergsen,Viktor,WildTurtle,Urgot,Lustboy,Thresh,1
NALCS,2015,Summer,Season,TDK,TL,Seraph,Rumble,Kez,RekSai,Bischu,Azir,Lattman,Corki,Baby,Thresh,Quas,Gnar,IWDominate,Gragas,FeniX,Cassiopeia,Piglet,Kalista,Xpecial,Annie,0
NALCS,2015,Summer,Season,CLG,DIG,ZionSpartan,Maokai,Xmithie,LeeSin,Pobelter,KogMaw,Doublelift,Ashe,aphromoo,Alistar,Gamsu,Hecarim,Azingy,Sejuani,Shiphtur,Azir,CoreJJ,Kalista,KiWiKiD,Annie,1
NALCS,2015,Summer,Season,T8,TIP,CaliTrlolz8,Gnar,Porpoise8,RekSai,Slooshi8,Ziggs,Maplestreet8,Urgot,Dodo8,Thresh,Impact,Yasuo,Rush,Evelynn,XiaoWeiXiao,Fizz,Apollo,Sivir,Adrian,Alistar,0
NALCS,2015,Summer,Season,GV,NME,Hauntzer,Hecarim,Move,Nunu,Keane,Fizz,Altec,Sivir,Bunny FuFuu,Thresh,Flaresz,Rumble,Trashy,Sejuani,Innox,Kassadin,otter,Vayne,Bodydrop,Nautilus,0
NALCS,2015,Summer,Season,TL,T8,Quas,Rumble,IWDominate,Nunu,FeniX,Cassiopeia,Piglet,Sivir,Xpecial,Thresh,CaliTrlolz8,Irelia,Porpoise8,Sejuani,Slooshi8,Vladimir,Maplestreet8,Graves,Dodo8,Nautilus,1
NALCS,2015,Summer,Season,DIG,C9,Gamsu,Gnar,Azingy,Zac,Shiphtur,Vladimir,CoreJJ,Kalista,KiWiKiD,Nautilus,Balls,Maokai,Meteos,RekSai,Incarnati0n,KogMaw,Sneaky,Ashe,LemonNation,Thresh,1
NALCS,2015,Summer,Season,TIP,CLG,Impact,Hecarim,Rush,Evelynn,XiaoWeiXiao,Leblanc,Apollo,Sivir,Adrian,Alistar,ZionSpartan,Gnar,Xmithie,Sejuani,Pobelter,Azir,Doublelift,Kalista,aphromoo,Thresh,0
NALCS,2015,Summer,Season,TSM,NME,Dyrus,Rumble,Santorin,Sejuani,Bjergsen,Viktor,WildTurtle,Sivir,Lustboy,Alistar,Flaresz,Hecarim,Trashy,Evelynn,Innox,Kassadin,otter,Kalista,Bodydrop,Morgana,1
NALCS,2015,Summer,Season,TDK,GV,Seraph,Vladimir,Kez,Gragas,Bischu,Viktor,Lattman,Lucian,Baby,Thresh,Hauntzer,Hecarim,Move,LeeSin,Keane,Malphite,Altec,Jinx,Bunny FuFuu,Alistar,0
NALCS,2015,Summer,Season,NME,TL,Flaresz,Irelia,Trashy,Gragas,Innox,Varus,otter,Corki,Bodydrop,Nautilus,Quas,Ryze,IWDominate,RekSai,FeniX,Azir,Piglet,Kalista,Xpecial,Thresh,0
NALCS,2015,Summer,Season,C9,GV,Balls,Ryze,Meteos,Sejuani,Incarnati0n,Viktor,Sneaky,Ezreal,LemonNation,Nautilus,Hauntzer,Maokai,Move,RekSai,Keane,TwistedFate,Altec,Sivir,Bunny FuFuu,Thresh,0
