League,Year,Season,Type,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,bResult
LCK,2016,Summer,Regional,kt,SSG,Ssumday,Gnar,Score,Nidalee,Fly,Lissandra,Arrow,Kalista,Hachani,Bard,CuVee,Kennen,Ambition,Elise,Crown,Karma,Ruler,Sivir,CoreJJ,TahmKench,0
LCK,2017,Spring,Season,ROX,kt,Lindarang,Poppy,Seonghwan,Graves,Mickey,Syndra,Sangyoon,Ashe,Key,Malzahar,Smeb,Maokai,Score,Elise,Pawn,Ryze,Deft,Ezreal,Mata,MissFortune,0
LCK,2017,Spring,Season,kt,ROX,Smeb,Fiora,Score,RekSai,Pawn,Ryze,Deft,Varus,Mata,TahmKench,Lindarang,Poppy,Seonghwan,LeeSin,Mickey,Cassiopeia,Sangyoon,Ashe,Key,Bard,1
LCK,2017,Spring,Season,LZ,SSG,Expession,Singed,Crash,Rengar,Fly,Taliyah,PraY,Jhin,Gorilla,MissFortune,CuVee,Poppy,Ambition,LeeSin,Crown,Viktor,Ruler,Ezreal,CoreJJ,Zyra,1
LCK,2017,Spring,Season,SSG,LZ,CuVee,Camille,Haru,RekSai,Crown,Orianna,Ruler,Jhin,CoreJJ,Zyra,Expession,Jax,Crash,Elise,Fly,Ekko,PraY,Varus,Gorilla,MissFortune,1
LCK,2017,Spring,Season,LZ,SSG,Expession,Nautilus,Crash,LeeSin,Fly,Ekko,PraY,Ashe,Gorilla,Karma,CuVee,Maokai,Haru,Khazix,Crown,Corki,Ruler,Ezreal,CoreJJ,Zyra,0
LCK,2017,Spring,Season,JAG,SKT,ikssu,Kled,UmTi,LeeSin,Kuzan,Cassiopeia,Teddy,Jhin,SnowFlower,TahmKench,Huni,Maokai,Peanut,Khazix,Faker,Orianna,Bang,Ashe,Wolf,Zyra,0
LCK,2017,Spring,Season,SKT,JAG,Huni,Poppy,Peanut,Rengar,Faker,Katarina,Bang,Ziggs,Wolf,Zyra,ikssu,Singed,UmTi,LeeSin,Kuzan,Lissandra,Teddy,Jhin,SnowFlower,TahmKench,1
LCK,2017,Spring,Season,MVP,bbq,ADD,Sion,Beyond,Rengar,Ian,Orianna,MaHa,Jhin,Max,Nautilus,Crazy,Jayce,Bless,Elise,Tempt,Syndra,Ghost,Ashe,Totoro,Thresh,1
LCK,2017,Spring,Season,bbq,MVP,Crazy,Jayce,Bless,RekSai,Tempt,Leblanc,Ghost,Caitlyn,Totoro,Zyra,ADD,Nautilus,Beyond,Shyvana,Ian,Ryze,MaHa,Varus,Max,TahmKench,1
LCK,2017,Spring,Season,MVP,bbq,ADD,Maokai,Beyond,Khazix,Ian,Ekko,MaHa,Jhin,Max,Thresh,Crazy,Shen,Bless,RekSai,Tempt,Taliyah,Ghost,Caitlyn,Totoro,Malzahar,0
LCK,2017,Spring,Season,AFs,SSG,MaRin,Kennen,Spirit,Olaf,Kuro,Cassiopeia,Kramer,Varus,Tusin,Malzahar,CuVee,Maokai,Ambition,RekSai,Crown,Ryze,Ruler,Ashe,CoreJJ,Taric,1
LCK,2017,Spring,Season,SSG,AFs,CuVee,Maokai,Haru,Graves,Crown,Taliyah,Ruler,Ashe,CoreJJ,Zyra,MaRin,Kennen,Spirit,RekSai,Kuro,Jayce,Kramer,Ziggs,TusiN,MissFortune,1
LCK,2017,Spring,Season,AFs,SSG,MaRin,Rumble,Spirit,Olaf,Kuro,Orianna,Kramer,Varus,TusiN,Malzahar,CuVee,Kennen,Haru,LeeSin,Crown,Ryze,Ruler,Ashe,CoreJJ,Taric,1
LCK,2017,Spring,Season,ROX,KDM,Shy,Maokai,Seonghwan,RekSai,Mickey,Jayce,Sangyoon,Ziggs,Key,Zyra,Roach,Singed,Punch,Elise,Edge,Ryze,SSol,Jhin,GuGer,MissFortune,0
LCK,2017,Spring,Season,KDM,ROX,Roach,Nautilus,Punch,LeeSin,Edge,Ryze,SSol,Jhin,GuGer,TahmKench,Shy,Maokai,Seonghwan,Khazix,Mickey,Cassiopeia,Sangyoon,Ashe,Key,Thresh,0
LCK,2017,Spring,Season,ROX,KDM,Shy,Maokai,Seonghwan,Olaf,Mickey,Ryze,Sangyoon,Jhin,Key,Malzahar,Roach,Singed,Punch,LeeSin,Edge,Cassiopeia,SSol,Varus,GuGer,Bard,1
LCK,2017,Spring,Season,bbq,kt,Crazy,Shen,Bless,RekSai,Tempt,Ryze,Ghost,Caitlyn,Totoro,Zyra,Smeb,Maokai,Score,Khazix,Pawn,Malzahar,Deft,Varus,Mata,Karma,0
LCK,2017,Spring,Season,kt,bbq,Smeb,Jayce,Score,Khazix,Pawn,Ahri,Deft,Ashe,Mata,Malzahar,Crazy,Ekko,Bless,RekSai,Tempt,Syndra,Ghost,Jhin,Totoro,Taric,1
LCK,2017,Spring,Season,LZ,JAG,Expession,Nautilus,Crash,Khazix,Fly,Taliyah,PraY,Ashe,GorillA,Zyra,ikssu,Poppy,UmTi,RekSai,Kuzan,Malzahar,Teddy,Varus,SnowFlower,MissFortune,0
LCK,2017,Spring,Season,JAG,LZ,ikssu,Kled,UmTi,LeeSin,Kuzan,Syndra,Teddy,Jhin,SnowFlower,Malzahar,Expession,Nautilus,Crash,Rengar,Fly,Corki,PraY,Varus,GorillA,Karma,0
LCK,2017,Spring,Season,LZ,JAG,Expession,Singed,Crash,Khazix,Fly,Taliyah,PraY,Ashe,GorillA,Zyra,ikssu,Maokai,UmTi,RekSai,Kuzan,Lissandra,Teddy,Varus,SnowFlower,MissFortune,1
LCK,2017,Spring,Season,MVP,AFs,ADD,Sion,Beyond,RekSai,Ian,Corki,MaHa,Caitlyn,Max,Malzahar,MaRin,Maokai,Spirit,Khazix,Kuro,Orianna,Kramer,Varus,TusiN,Karma,1
LCK,2017,Spring,Season,AFs,MVP,MaRin,Maokai,Spirit,Rengar,Kuro,Cassiopeia,Kramer,Ashe,TusiN,Nami,ADD,Poppy,Beyond,Shyvana,Ian,Orianna,MaHa,Varus,Max,Malzahar,1
LCK,2017,Spring,Season,MVP,AFs,ADD,Camille,Beyond,Elise,Ian,Syndra,MaHa,Varus,Max,Zilean,MaRin,Kennen,Spirit,Khazix,Kuro,Katarina,Kramer,Ezreal,TusiN,Malzahar,1
LCK,2017,Spring,Season,KDM,SKT,Roach,Maokai,Punch,Olaf,Edge,Jayce,SSol,Ziggs,GuGer,Zyra,Huni,Poppy,Peanut,Khazix,Faker,Corki,Bang,Jhin,Wolf,Malzahar,0
LCK,2017,Spring,Season,SKT,KDM,Huni,Gangplank,Blank,Khazix,Faker,Katarina,Bang,Ashe,Wolf,Malzahar,Roach,Maokai,Punch,LeeSin,Edge,Cassiopeia,SSol,Jhin,GuGer,Lulu,1
LCK,2017,Spring,Season,SKT,ROX,Huni,Maokai,Peanut,Khazix,Faker,Cassiopeia,Bang,Varus,Wolf,Malzahar,Lindarang,Fiora,SeongHwan,Elise,Mickey,Corki,Sangyoon,Ashe,Key,Syndra,1
LCK,2017,Spring,Season,ROX,SKT,Shy,Trundle,SeongHwan,Elise,Mickey,Ryze,Sangyoon,Varus,Key,Malzahar,Huni,Maokai,Peanut,LeeSin,Faker,Katarina,Bang,Ashe,Wolf,MissFortune,0
LCK,2017,Spring,Season,SSG,MVP,CuVee,Poppy,Haru,Khazix,Crown,Orianna,Stitch,Ashe,CoreJJ,Zyra,ADD,Gangplank,Beyond,RekSai,Ian,Corki,MaHa,Varus,Max,MissFortune,1
LCK,2017,Spring,Season,MVP,SSG,ADD,Sion,Beyond,Elise,Ian,Ahri,MaHa,Caitlyn,Max,Malzahar,CuVee,Shen,Ambition,Khazix,Crown,Taliyah,Ruler,Jhin,CoreJJ,Zyra,0
LCK,2017,Spring,Season,LZ,kt,Expession,Kennen,Crash,Elise,Fly,Corki,PraY,Jhin,GorillA,Malzahar,Smeb,Nautilus,Score,Khazix,Pawn,Orianna,Deft,Varus,Mata,Karma,0
LCK,2017,Spring,Season,kt,LZ,Smeb,Maokai,Score,Khazix,Pawn,Viktor,Deft,Varus,Mata,Malzahar,Expession,Kennen,Crash,Elise,Fly,Jayce,PraY,Ziggs,GorillA,TahmKench,1
LCK,2017,Spring,Season,bbq,JAG,Crazy,Maokai,Bless,Khazix,Tempt,Cassiopeia,Ghost,Jhin,Totoro,Braum,ikssu,Nautilus,UmTi,LeeSin,Kuzan,Orianna,Teddy,Ashe,SnowFlower,Karma,1
LCK,2017,Spring,Season,JAG,bbq,ikssu,Shen,UmTi,Khazix,Kuzan,Malzahar,Teddy,Jhin,SnowFlower,TahmKench,Crazy,Maokai,Bless,LeeSin,Tempt,Corki,Ghost,Ashe,Totoro,Zyra,0
LCK,2017,Spring,Season,KDM,LZ,Roach,Maokai,Punch,Khazix,Edge,Ryze,SSol,Caitlyn,GuGer,TahmKench,Expession,Shen,Crash,Elise,Fly,AurelionSol,PraY,Varus,GorillA,Karma,0
LCK,2017,Spring,Season,LZ,KDM,Expession,Maokai,Crash,Khazix,Fly,Ryze,PraY,Varus,GorillA,Nami,Roach,Gangplank,Punch,Elise,Edge,Jayce,SSol,Jhin,GuGer,Karma,1
LCK,2017,Spring,Season,kt,AFs,Smeb,Jayce,Score,Ivern,Pawn,Ryze,Deft,Caitlyn,Mata,Zyra,MaRin,Rumble,Mowgli,Khazix,Kuro,Orianna,Kramer,Ashe,TusiN,MissFortune,1
LCK,2017,Spring,Season,AFs,kt,MaRin,Renekton,Spirit,Olaf,Kuro,Orianna,Kramer,Ashe,TusiN,Malzahar,Smeb,Jayce,Score,RekSai,Pawn,Azir,Deft,Varus,Mata,Karma,1
LCK,2017,Spring,Season,kt,AFs,Smeb,Maokai,Score,Khazix,Pawn,Corki,Deft,Varus,Mata,Zyra,MaRin,Renekton,Spirit,Elise,Kuro,Ryze,Kramer,Ashe,TusiN,Malzahar,1
LCK,2017,Spring,Season,bbq,KDM,Crazy,Nautilus,Bless,RekSai,Tempt,Corki,Ghost,Varus,Totoro,Karma,Roach,Shen,Punch,LeeSin,Edge,Ryze,SSol,Ashe,GuGer,Zyra,1
LCK,2017,Spring,Season,KDM,bbq,Roach,Maokai,Punch,Elise,Edge,Taliyah,SSol,Varus,GuGer,Zyra,Crazy,Nautilus,Bless,RekSai,Tempt,Corki,Ghost,Jhin,Totoro,MissFortune,0
LCK,2017,Spring,Season,AFs,JAG,MaRin,Rumble,Spirit,Rengar,Kuro,Orianna,Kramer,Ashe,TusiN,Nami,ikssu,Nautilus,UmTi,LeeSin,Kuzan,Taliyah,Teddy,Varus,SnowFlower,Zyra,0
LCK,2017,Spring,Season,JAG,AFs,ikssu,Poppy,UmTi,Elise,Kuzan,Corki,Teddy,Caitlyn,SnowFlower,Malzahar,MaRin,Maokai,Spirit,Khazix,Kuro,Cassiopeia,Kramer,Jhin,TusiN,Brand,1
LCK,2017,Spring,Season,SSG,ROX,CuVee,Maokai,Haru,Khazix,Crown,Viktor,Ruler,Jhin,CoreJJ,Zyra,Shy,Jayce,SeongHwan,RekSai,Mickey,Corki,Sangyoon,Ezreal,Key,MissFortune,1
LCK,2017,Spring,Season,ROX,SSG,Lindarang,Fiora,SeongHwan,Elise,Mickey,Jayce,Sangyoon,Jhin,Key,Braum,CuVee,Maokai,Ambition,Khazix,Crown,Viktor,Ruler,Ezreal,CoreJJ,Karma,1
LCK,2017,Spring,Season,SSG,ROX,CuVee,Shen,Haru,Khazix,Crown,Corki,Ruler,Ashe,CoreJJ,Zyra,Lindarang,Maokai,SeongHwan,RekSai,Mickey,Syndra,Sangyoon,Jhin,Key,Karma,1
LCK,2017,Spring,Season,SKT,MVP,Huni,Gangplank,Peanut,LeeSin,Faker,Corki,Bang,Varus,Wolf,Malzahar,ADD,Maokai,Beyond,Khazix,Ian,Cassiopeia,MaHa,Ashe,Max,Syndra,1
LCK,2017,Spring,Season,MVP,SKT,ADD,Camille,Beyond,Olaf,Ian,Corki,MaHa,Varus,Max,Zilean,Huni,Singed,Peanut,Rengar,Faker,Ryze,Bang,Ashe,Wolf,TahmKench,0
LCK,2017,Spring,Season,AFs,ROX,MaRin,Camille,Spirit,Olaf,Kuro,Orianna,Kramer,Caitlyn,TusiN,Karma,Shy,Shen,SeongHwan,Rengar,Mickey,Corki,Sangyoon,Jhin,Key,Malzahar,0
LCK,2017,Spring,Season,ROX,AFs,Shy,Poppy,SeongHwan,Elise,Mickey,Corki,Sangyoon,Varus,Key,Thresh,MaRin,Maokai,Spirit,Rengar,Kuro,AurelionSol,Kramer,Sivir,TusiN,Karma,0
LCK,2017,Spring,Season,AFs,ROX,MaRin,Maokai,Spirit,Khazix,Kuro,AurelionSol,Kramer,Jhin,TusiN,MissFortune,Shy,Poppy,SeongHwan,Elise,Mickey,Corki,Sangyoon,Ashe,Key,Zyra,1
LCK,2017,Spring,Season,SSG,KDM,CuVee,Maokai,Haru,Graves,Crown,Orianna,Ruler,Varus,CoreJJ,MissFortune,Roach,Nautilus,Punch,LeeSin,Edge,Corki,SSol,Ashe,GuGer,Zyra,1
LCK,2017,Spring,Season,KDM,SSG,Roach,Nautilus,Punch,Elise,Edge,Corki,SSol,Varus,GuGer,Zyra,CuVee,Poppy,Haru,Graves,Crown,Ryze,Ruler,Jhin,Wraith,Leona,0
LCK,2017,Spring,Season,bbq,LZ,Crazy,Maokai,Bless,Elise,Tempt,Corki,Ghost,Varus,Totoro,Karma,Expession,Shen,Crash,RekSai,Fly,AurelionSol,PraY,Ashe,GorillA,Zyra,0
LCK,2017,Spring,Season,LZ,bbq,Expession,Shen,Crash,Khazix,Fly,Corki,PraY,Varus,GorillA,Karma,Crazy,Maokai,Bless,Rengar,Tempt,Taliyah,Ghost,Caitlyn,Totoro,Zyra,1
LCK,2017,Spring,Season,kt,JAG,Smeb,Shen,Score,Khazix,Pawn,Syndra,Deft,Caitlyn,Mata,Zyra,ikssu,Maokai,UmTi,Elise,Kuzan,Corki,Teddy,Ashe,SnowFlower,MissFortune,1
LCK,2017,Spring,Season,JAG,kt,SoHwan,Maokai,UmTi,Khazix,Kuzan,Corki,Teddy,Jhin,SnowFlower,Braum,Smeb,Jayce,Score,Elise,Pawn,Orianna,Deft,Ashe,Mata,TahmKench,0
LCK,2017,Spring,Season,MVP,KDM,ADD,Kennen,Beyond,Elise,Ian,Syndra,MaHa,Varus,Max,Nautilus,Roach,Rumble,Punch,Graves,Edge,Taliyah,SSol,Ashe,GuGer,Karma,1
LCK,2017,Spring,Season,KDM,MVP,Roach,Poppy,Punch,Graves,Edge,Ryze,SSol,Varus,GuGer,Karma,ADD,Maokai,Beyond,Elise,Ian,Cassiopeia,MaHa,Ashe,Max,Zyra,1
LCK,2017,Spring,Season,MVP,KDM,ADD,Sion,Beyond,Elise,Ian,Syndra,MaHa,Varus,Max,Velkoz,Roach,Maokai,Punch,Khazix,Edge,Ryze,SSol,Caitlyn,GuGer,Zyra,1
LCK,2017,Spring,Season,AFs,SKT,MaRin,Rumble,Spirit,Graves,Kuro,Corki,Kramer,Varus,TusiN,Karma,Huni,Jayce,Peanut,Rengar,Faker,Katarina,Bang,Ashe,Wolf,Nami,1
LCK,2017,Spring,Season,SKT,AFs,Huni,Gragas,Peanut,Rengar,Faker,Ryze,Bang,Varus,Wolf,MissFortune,MaRin,Maokai,Spirit,Graves,Kuro,Cassiopeia,Kramer,Sivir,TusiN,Karma,0
LCK,2017,Spring,Season,kt,SSG,Smeb,Rumble,Score,Rengar,Pawn,Azir,Deft,Ziggs,Mata,Zyra,CuVee,Poppy,Haru,Khazix,Crown,Ryze,Ruler,Caitlyn,CoreJJ,Karma,1
LCK,2017,Spring,Season,SSG,kt,CuVee,Camille,Haru,LeeSin,Crown,Ryze,Ruler,Caitlyn,CoreJJ,Zyra,Smeb,Maokai,Score,Khazix,Pawn,Azir,Deft,Ashe,Mata,MissFortune,0
LCK,2017,Spring,Season,ROX,LZ,Lindarang,Maokai,Seonghwan,Rengar,Mickey,Ekko,Sangyoon,Jhin,Key,Nami,Expession,Shen,Crash,Khazix,Fly,Corki,PraY,Ashe,GorillA,Karma,1
LCK,2017,Spring,Season,LZ,ROX,Expession,Camille,Crash,Khazix,Fly,Zilean,PraY,Ashe,GorillA,Karma,Lindarang,Shen,Seonghwan,Graves,Mickey,Corki,Sangyoon,Sivir,Key,Braum,1
LCK,2017,Spring,Season,ROX,LZ,Lindarang,Maokai,Seonghwan,Rengar,Mickey,Cassiopeia,Sangyoon,Ashe,Key,Thresh,Expession,Camille,Crash,Khazix,Fly,Corki,PraY,Varus,GorillA,Braum,0
LCK,2017,Spring,Season,SKT,bbq,Huni,Maokai,Peanut,Rengar,Faker,Ryze,Bang,Jhin,Wolf,TahmKench,Crazy,Rumble,Bless,Khazix,Tempt,Cassiopeia,Ghost,Ashe,Totoro,Karma,1
LCK,2017,Spring,Season,bbq,SKT,Crazy,Renekton,Bless,Khazix,Tempt,Taliyah,Ghost,Ziggs,Totoro,Zyra,Huni,Maokai,Peanut,LeeSin,Faker,Jayce,Bang,Caitlyn,Wolf,MissFortune,0
LCK,2017,Spring,Season,JAG,MVP,ikssu,Shen,UmTi,Rengar,Kuzan,Corki,Teddy,Ashe,SnowFlower,Nami,ADD,Maokai,Beyond,Graves,Ian,Cassiopeia,MaHa,Jhin,Max,Karma,1
LCK,2017,Spring,Season,JAG,MVP,ikssu,Maokai,UmTi,Khazix,Kuzan,Corki,Teddy,Caitlyn,SnowFlower,Malzahar,ADD,Sion,Beyond,Elise,Ian,Zed,MaHa,Ashe,Max,Zilean,0
LCK,2017,Spring,Season,MVP,kt,ADD,Camille,Beyond,Elise,Ian,Syndra,MaHa,Jhin,Max,TahmKench,Smeb,Renekton,Score,Khazix,Pawn,Ryze,Deft,Ashe,Mata,Karma,1
LCK,2017,Spring,Season,kt,MVP,Smeb,Rumble,Score,Rengar,Pawn,Ryze,Deft,Jhin,Mata,TahmKench,ADD,Camille,Beyond,Khazix,Ian,Jayce,MaHa,KogMaw,Max,Brand,0
LCK,2017,Spring,Season,LZ,SKT,Expession,Olaf,Crash,Rengar,Fly,Ekko,PraY,Jhin,GorillA,Zyra,Huni,Maokai,Peanut,Khazix,Faker,Syndra,Bang,Ashe,Wolf,MissFortune,1
LCK,2017,Spring,Season,SKT,LZ,Huni,Camille,Blank,Khazix,Faker,Corki,Bang,Ezreal,Wolf,Karma,Expession,Renekton,Crash,Rengar,Fly,Zilean,PraY,Jhin,GorillA,Zyra,1
LCK,2017,Spring,Season,LZ,SKT,Expession,Maokai,Crash,Rengar,Fly,Zilean,PraY,Sivir,GorillA,Karma,Huni,Rumble,Blank,Khazix,Faker,Jayce,Bang,Varus,Wolf,Nami,0
LCK,2017,Spring,Season,KDM,JAG,Roach,Maokai,Punch,Graves,Edge,Orianna,SSol,Ashe,GuGer,Karma,ikssu,Gragas,UmTi,Rengar,Kuzan,Corki,Teddy,Jhin,SnowFlower,TahmKench,1
LCK,2017,Spring,Season,JAG,KDM,SoHwan,Jayce,UmTi,LeeSin,Kuzan,Malzahar,Teddy,Ziggs,SnowFlower,Zyra,Roach,Poppy,Punch,RekSai,Edge,Ryze,SSol,Ashe,GuGer,Karma,1
LCK,2017,Spring,Season,KDM,JAG,Roach,Nautilus,Punch,Graves,Edge,Syndra,SSol,Jhin,GuGer,Karma,SoHwan,Rumble,UmTi,LeeSin,Kuzan,Corki,Teddy,Ashe,SnowFlower,Nami,1
LCK,2017,Spring,Season,bbq,AFs,Crazy,Nautilus,Bless,Khazix,Tempt,Ahri,Ghost,Jhin,Totoro,Zyra,MaRin,Rumble,Spirit,Graves,Kuro,Corki,Kramer,Lucian,TusiN,Karma,1
LCK,2017,Spring,Season,AFs,bbq,MaRin,Kennen,Spirit,Graves,Kuro,Corki,Kramer,Ashe,TusiN,Malzahar,Crazy,Maokai,Bless,Khazix,Tempt,Cassiopeia,Ghost,Jhin,Totoro,MissFortune,0
LCK,2017,Spring,Season,SKT,SSG,Huni,Shen,Peanut,LeeSin,Faker,Orianna,Bang,Varus,Wolf,Karma,CuVee,Maokai,Haru,Khazix,Crown,Ryze,Ruler,Ashe,CoreJJ,Thresh,1
LCK,2017,Spring,Season,SSG,SKT,CuVee,Maokai,Ambition,Rengar,Crown,Viktor,Stitch,Jhin,Wraith,Kayle,Huni,Rumble,Peanut,Khazix,Faker,Corki,Bang,Ezreal,Wolf,Karma,0
LCK,2017,Spring,Season,ROX,MVP,Lindarang,Maokai,Seonghwan,Khazix,Mickey,Ryze,Sangyoon,Sivir,Key,Zilean,ADD,Renekton,Beyond,Elise,Ian,Syndra,MaHa,Jhin,Max,Malzahar,0
LCK,2017,Spring,Season,MVP,ROX,ADD,Nautilus,Beyond,Rengar,Ian,Syndra,MaHa,Caitlyn,Max,Thresh,Lindarang,Maokai,Seonghwan,Khazix,Mickey,Corki,Sangyoon,Jhin,Key,Karma,1
LCK,2017,Spring,Season,LZ,AFs,Expession,Nautilus,Crash,Rengar,Fly,Talon,PraY,Ashe,GorillA,Zyra,MaRin,Maokai,Spirit,Olaf,Kuro,Jayce,Kramer,Jhin,TusiN,MissFortune,1
LCK,2017,Spring,Season,AFs,LZ,MaRin,Maokai,Spirit,Khazix,Kuro,Zilean,Kramer,Jhin,TusiN,Braum,Expession,Nautilus,Crash,Elise,Fly,Talon,PraY,Ashe,GorillA,Thresh,0
LCK,2017,Spring,Season,KDM,kt,Roach,Nautilus,Punch,Rengar,Edge,Orianna,SSol,Jhin,GuGer,Nami,Smeb,Maokai,Score,Khazix,Pawn,Corki,Deft,Ashe,Mata,Karma,0
LCK,2017,Spring,Season,kt,KDM,Smeb,Maokai,Score,Graves,Pawn,Ahri,Deft,Varus,Mata,Thresh,Roach,Poppy,Punch,Rengar,Edge,Syndra,SSol,Sivir,GuGer,Karma,1
LCK,2017,Spring,Season,JAG,SSG,ikssu,Shen,UmTi,LeeSin,Kuzan,Leblanc,Teddy,Ezreal,SnowFlower,Karma,CuVee,Maokai,Ambition,Rengar,Crown,Viktor,Stitch,Jhin,Wraith,Nami,0
LCK,2017,Spring,Season,ROX,bbq,Shy,Renekton,Seonghwan,Elise,Mickey,Jayce,Sangyoon,Jhin,Key,Lulu,Crazy,Shen,Bless,Khazix,Tempt,Talon,Ghost,Varus,Totoro,Karma,1
LCK,2017,Spring,Season,bbq,ROX,Crazy,Maokai,Bless,RekSai,Tempt,Corki,Ghost,Jhin,Totoro,Zyra,Shy,Nautilus,Seonghwan,Elise,Mickey,Syndra,Sangyoon,MissFortune,Key,Karma,1
LCK,2017,Spring,Season,ROX,bbq,Shy,Shen,Seonghwan,Elise,Mickey,Zed,Sangyoon,Ashe,Key,Malzahar,Crazy,Rumble,Bless,Khazix,Tempt,Taliyah,Ghost,Jhin,Totoro,MissFortune,1
LCK,2017,Spring,Season,MVP,LZ,ADD,Maokai,Beyond,Rengar,Ian,Syndra,MaHa,Sivir,Max,Lulu,Expession,Nautilus,Crash,Graves,Fly,Corki,PraY,Jhin,GorillA,Karma,1
LCK,2017,Spring,Season,LZ,MVP,Expession,Rumble,Crash,Rengar,Fly,Corki,PraY,Caitlyn,GorillA,Lulu,ADD,Maokai,Beyond,Graves,Ian,Ahri,MaHa,Sivir,Max,Malzahar,1
LCK,2017,Spring,Season,MVP,LZ,ADD,Jayce,Beyond,Elise,Ian,Leblanc,MaHa,Caitlyn,Max,Karma,Expession,Maokai,Crash,Khazix,Fly,Ryze,PraY,Jhin,GorillA,Malzahar,0
LCK,2017,Spring,Season,KDM,AFs,Roach,Nautilus,Punch,Graves,Edge,Ryze,SSol,Jhin,GuGer,TahmKench,MaRin,Maokai,Mowgli,Rengar,Kuro,Cassiopeia,Kramer,Ashe,TusiN,Zyra,0
LCK,2017,Spring,Season,AFs,KDM,MaRin,Maokai,Mowgli,Graves,Kuro,Corki,Kramer,Ashe,TusiN,Zyra,Roach,Jayce,Punch,Elise,Edge,AurelionSol,SSol,Jhin,GuGer,MissFortune,1
LCK,2017,Spring,Season,JAG,ROX,ikssu,Renekton,UmTi,Khazix,Kuzan,Corki,Teddy,Ezreal,SnowFlower,Karma,Lindarang,Camille,Seonghwan,Graves,Mickey,Ahri,Sangyoon,Jhin,Key,Lulu,0
LCK,2017,Spring,Season,ROX,JAG,Lindarang,Shen,Seonghwan,Rengar,Mickey,Syndra,Sangyoon,Ziggs,Key,Malzahar,SoHwan,Maokai,UmTi,Graves,Kuzan,Vladimir,Teddy,Caitlyn,SnowFlower,Zyra,1
LCK,2017,Spring,Season,SSG,bbq,CuVee,Camille,Haru,Graves,Crown,Viktor,Stitch,Caitlyn,Wraith,Karma,Crazy,Shen,Bless,Rengar,Tempt,Corki,Ghost,Ashe,Totoro,Thresh,0
LCK,2017,Spring,Season,bbq,SSG,Crazy,Nautilus,Bless,Rengar,Tempt,Leblanc,Ghost,Ashe,Totoro,Karma,CuVee,Maokai,Haru,LeeSin,Crown,Corki,Stitch,Jhin,Wraith,Thresh,0
LCK,2017,Spring,Season,SSG,bbq,CuVee,Maokai,Haru,Khazix,Crown,Ryze,Stitch,Jhin,Wraith,Thresh,Crazy,Poppy,Bless,Elise,Tempt,Cassiopeia,Ghost,Ezreal,Totoro,Karma,1
LCK,2017,Spring,Season,kt,SKT,Smeb,Rumble,Score,Elise,Pawn,Jayce,Deft,Caitlyn,Mata,Thresh,Huni,Nautilus,Peanut,Graves,Faker,Ryze,Bang,Ezreal,Wolf,Karma,0
LCK,2017,Spring,Season,SKT,kt,Huni,Nautilus,Peanut,Rengar,Faker,Orianna,Bang,Ezreal,Wolf,Nami,Smeb,Rumble,Score,Graves,Pawn,Zed,Deft,Ashe,Mata,Karma,0
LCK,2017,Spring,Season,kt,SKT,Smeb,Gragas,Score,Graves,Pawn,Jayce,Deft,Ashe,Mata,Braum,Huni,Rumble,Blank,Rengar,Faker,Zed,Bang,Jhin,Wolf,TahmKench,0
LCK,2017,Spring,Season,LZ,MVP,Expession,Maokai,Crash,Rengar,Fly,Ryze,PraY,Jhin,GorillA,Zyra,ADD,Gragas,Beyond,Graves,Ian,Corki,MaHa,Caitlyn,Max,Malzahar,0
LCK,2017,Spring,Season,MVP,LZ,ADD,Rengar,Beyond,Graves,Ian,Ahri,MaHa,Jhin,Max,Thresh,Expession,Renekton,Crash,Khazix,Fly,Corki,PraY,Caitlyn,GorillA,Lulu,1
LCK,2017,Spring,Season,bbq,SSG,Crazy,Maokai,Bless,Rengar,Tempt,Cassiopeia,Ghost,Ashe,Totoro,Thresh,CuVee,Rumble,Haru,Graves,Crown,Syndra,Ruler,Jhin,CoreJJ,Karma,0
LCK,2017,Spring,Season,SSG,bbq,CuVee,Maokai,Haru,Rengar,Crown,Leblanc,Ruler,Caitlyn,CoreJJ,TahmKench,Crazy,Nautilus,Bless,LeeSin,Tempt,Corki,Ghost,Jhin,Totoro,Zyra,1
LCK,2017,Spring,Season,ROX,JAG,Lindarang,Maokai,Seonghwan,Rengar,Mickey,Ahri,Sangyoon,Ashe,Key,Lulu,SoHwan,Rumble,UmTi,Elise,Kuzan,Jayce,Teddy,Varus,SnowFlower,Karma,1
LCK,2017,Spring,Season,JAG,ROX,SoHwan,Renekton,UmTi,Khazix,Kuzan,Corki,Teddy,Ashe,SnowFlower,Malzahar,Lindarang,Camille,Seonghwan,Olaf,Mickey,Cassiopeia,Sangyoon,Jhin,Key,TahmKench,1
LCK,2017,Spring,Season,ROX,JAG,Lindarang,Maokai,Seonghwan,Khazix,Mickey,Ahri,Sangyoon,Ashe,Key,Lulu,SoHwan,Shen,UmTi,LeeSin,Kuzan,Syndra,Teddy,Varus,SnowFlower,Malzahar,1
